n,original,reconstructed,freq
0,718,666.0597970535493,41.17708735086344
1,718,670.0618730848362,41.17708735086344
2,718,750.6366738232188,41.17708735086344
3,717,807.2125991653218,41.17708735086344
4,717,724.4143662048274,41.17708735086344
5,718,489.67754275916917,41.17708735086344
6,18,211.66449368267988,41.17708735086344
7,18,23.300398390657094,41.17708735086344
8,19,-28.243309480878235,41.17708735086344
9,18,1.6029203460000863,41.17708735086344
10,19,31.1957990104536,41.17708735086344
11,18,29.326903461402953,41.17708735086344
12,19,17.398334202897683,41.17708735086344
13,19,17.570857005616137,41.17708735086344
14,19,22.09431778870616,41.17708735086344
15,19,15.679617245943053,41.17708735086344
16,19,6.96620993126044,41.17708735086344
17,19,17.15085917603277,41.17708735086344
18,19,40.48451200131205,41.17708735086344
19,19,39.363008389232974,41.17708735086344
20,19,-4.149206016659886,41.17708735086344
21,19,-40.0232073432286,41.17708735086344
22,19,22.421082791943338,41.17708735086344
23,19,223.68027364608253,41.17708735086344
24,710,495.7757626424749,41.17708735086344
25,710,708.6007455051416,41.17708735086344
26,710,780.438116174435,41.17708735086344
27,710,740.3474498896636,41.17708735086344
28,710,683.4298982496242,41.17708735086344
29,710,675.4170584974403,41.17708735086344
30,710,707.5388640826462,41.17708735086344
31,710,733.4319056045185,41.17708735086344
32,710,728.766867202167,41.17708735086344
33,710,706.7883904629732,41.17708735086344
34,710,690.8958250952418,41.17708735086344
35,710,691.89715364502,41.17708735086344
36,710,710.6560475513405,41.17708735086344
37,710,740.6065528011728,41.17708735086344
38,710,752.5065770708538,41.17708735086344
39,709,690.6142619262347,41.17708735086344
40,711,514.2471009236739,41.17708735086344
41,25,257.21102755817395,41.17708735086344
42,25,30.040071366161342,41.17708735086344
43,25,-63.02599529408623,41.17708735086344
44,25,-18.62684102951785,41.17708735086344
45,26,63.59321162330275,41.17708735086344
46,26,81.54333137493764,41.17708735086344
47,26,27.780279623283437,41.17708735086344
48,26,-21.398156924109877,41.17708735086344
49,25,-5.860290605576462,41.17708735086344
50,25,48.93271453756612,41.17708735086344
51,25,70.52556796449964,41.17708735086344
52,26,32.16502681533288,41.17708735086344
53,25,-15.583111631456878,41.17708735086344
54,26,-10.040569413101563,41.17708735086344
55,26,44.36056747373587,41.17708735086344
56,25,79.51890326074829,41.17708735086344
57,25,44.93215036072624,41.17708735086344
58,26,-28.07017730127345,41.17708735086344
59,26,-49.38281548759877,41.17708735086344
60,25,48.723897178327796,41.17708735086344
61,25,256.0722978836262,41.17708735086344
62,718,497.82729011312597,41.17708735086344
63,717,688.5345141315341,41.17708735086344
64,717,777.9625256744737,41.17708735086344
65,717,768.9395383338915,41.17708735086344
66,717,711.0929594507425,41.17708735086344
67,718,671.7736648689947,41.17708735086344
68,718,689.3439510589777,41.17708735086344
69,718,740.8009094253983,41.17708735086344
70,717,764.0112698866523,41.17708735086344
71,718,726.6473191617371,41.17708735086344
72,717,670.9881329487614,41.17708735086344
73,718,672.8784890386486,41.17708735086344
74,718,746.8043252952726,41.17708735086344
75,718,804.4345951101012,41.17708735086344
76,718,728.6300603581692,41.17708735086344
77,718,495.22074670555213,41.17708735086344
78,19,210.42764191230103,41.17708735086344
79,19,17.701899406836457,41.17708735086344
80,19,-28.660170735930414,41.17708735086344
81,19,8.467316412617453,41.17708735086344
82,19,36.262285163537335,41.17708735086344
83,19,25.345823549982075,41.17708735086344
84,18,9.873772743426992,41.17708735086344
85,19,17.454561104322995,41.17708735086344
86,20,30.23360070991915,41.17708735086344
87,19,21.12251896425517,41.17708735086344
88,19,1.9789326374272351,41.17708735086344
89,19,8.200914327197417,41.17708735086344
90,18,39.67787812121844,41.17708735086344
91,19,47.881933744953656,41.17708735086344
92,19,2.354132897291027,41.17708735086344
93,20,-43.43242528408868,41.17708735086344
94,25,16.263913582933338,41.17708735086344
95,25,227.53500767492466,41.17708735086344
96,710,509.44216765511993,41.17708735086344
97,710,716.9007522182055,41.17708735086344
98,709,772.3732543671455,41.17708735086344
99,710,725.0745912135341,41.17708735086344
100,709,680.5664872185533,41.17708735086344
101,709,689.7793943716456,41.17708735086344
102,710,720.6854875336525,41.17708735086344
103,710,725.7583046247692,41.17708735086344
104,710,706.74909444358,41.17708735086344
105,710,699.2396545820884,41.17708735086344
106,710,713.3129572979249,41.17708735086344
107,710,720.2405805769049,41.17708735086344
108,710,702.5980891757595,41.17708735086344
109,710,690.1602840336354,41.17708735086344
110,709,718.7700401724408,41.17708735086344
111,710,758.48266105537,41.17708735086344
112,710,714.3633415923025,41.17708735086344
113,710,522.6513854949153,41.17708735086344
114,25,239.67454441931454,41.17708735086344
115,26,11.513612558105043,41.17708735086344
116,25,-57.06489051488318,41.17708735086344
117,25,3.4562056841715605,41.17708735086344
118,26,71.509338728566,41.17708735086344
119,25,64.07289804867513,41.17708735086344
120,25,7.825771309664298,41.17708735086344
121,26,-17.19260117734503,41.17708735086344
122,26,17.485726530228103,41.17708735086344
123,25,60.668540066295364,41.17708735086344
124,25,53.907109847816756,41.17708735086344
125,25,7.1920372782161,41.17708735086344
126,26,-15.816930284378701,41.17708735086344
127,25,18.689348968138106,41.17708735086344
128,25,67.88659747192123,41.17708735086344
129,25,61.97569325415499,41.17708735086344
130,26,-5.732725828664901,41.17708735086344
131,26,-52.726272696555824,41.17708735086344
132,19,21.240412804196765,41.17708735086344
133,19,236.85360918928131,41.17708735086344
134,717,508.754654350013,41.17708735086344
135,717,712.7741412161179,41.17708735086344
136,717,781.5044266592125,41.17708735086344
137,717,744.9925366391,41.17708735086344
138,717,690.2346828864185,41.17708735086344
139,717,683.0427464008753,41.17708735086344
140,717,720.4686858495344,41.17708735086344
141,718,750.0137509968185,41.17708735086344
142,717,733.1953566346372,41.17708735086344
143,718,691.077949329043,41.17708735086344
144,718,683.0083178925453,41.17708735086344
145,718,733.6399174230212,41.17708735086344
146,718,783.3924119500068,41.17708735086344
147,717,726.7893531836306,41.17708735086344
148,717,515.9062448969544,41.17708735086344
149,19,226.20833618920483,41.17708735086344
150,18,5.459188594975065,41.17708735086344
151,19,-54.8179032210525,41.17708735086344
152,19,3.7010820396860327,41.17708735086344
153,19,61.55274605951489,41.17708735086344
154,19,47.45774201262067,41.17708735086344
155,18,-3.5237448200386425,41.17708735086344
156,19,-16.31830091862829,41.17708735086344
157,19,22.769780668325723,41.17708735086344
158,19,54.55838926671143,41.17708735086344
159,19,32.4967175391849,41.17708735086344
160,19,-11.607210645013431,41.17708735086344
161,19,-11.035856418171083,41.17708735086344
162,19,39.49950023137417,41.17708735086344
163,19,67.2346913147106,41.17708735086344
164,26,18.98194211888715,41.17708735086344
165,26,-46.08288774672768,41.17708735086344
166,26,2.804633229691128,41.17708735086344
167,25,223.960725798647,41.17708735086344
168,709,521.4172057366297,41.17708735086344
169,710,728.4805374521382,41.17708735086344
170,709,767.9212170563634,41.17708735086344
171,710,710.4978742715756,41.17708735086344
172,710,675.7244801839036,41.17708735086344
173,710,701.9348013302024,41.17708735086344
174,710,734.3207504727026,41.17708735086344
175,710,722.8933404537678,41.17708735086344
176,710,691.1742852862252,41.17708735086344
177,710,691.9702457596813,41.17708735086344
178,710,724.5110776264835,41.17708735086344
179,710,735.0446467793561,41.17708735086344
180,710,700.7286803419337,41.17708735086344
181,710,673.7218545445887,41.17708735086344
182,710,710.3046919915428,41.17708735086344
183,710,770.5728714201572,41.17708735086344
184,710,731.4795736297556,41.17708735086344
185,710,521.1608075082166,41.17708735086344
186,25,220.4098765143595,41.17708735086344
187,25,0.25343205462524476,41.17708735086344
188,25,-44.019569888437424,41.17708735086344
189,26,24.02483820299304,41.17708735086344
190,25,70.86277104116405,41.17708735086344
191,26,41.24683945133616,41.17708735086344
192,25,-6.432525316885382,41.17708735086344
193,25,-1.1830108990264707,41.17708735086344
194,26,44.174719446970386,41.17708735086344
195,26,60.23628759360756,41.17708735086344
196,25,22.779916611940717,41.17708735086344
197,26,-12.962515176258282,41.17708735086344
198,26,9.184711100831803,41.17708735086344
199,26,62.945032888079936,41.17708735086344
200,26,67.6687816788158,41.17708735086344
201,25,-1.163728103163423,41.17708735086344
202,19,-58.46825202347734,41.17708735086344
203,19,12.925161980170131,41.17708735086344
204,19,237.7228785492268,41.17708735086344
205,718,515.8706813183488,41.17708735086344
206,718,713.5545295290872,41.17708735086344
207,717,774.5626471952177,41.17708735086344
208,717,743.2938006819841,41.17708735086344
209,717,699.7478546046331,41.17708735086344
210,718,689.9999419589185,41.17708735086344
211,718,711.0086934497406,41.17708735086344
212,718,735.8336257450244,41.17708735086344
213,718,740.0598121510886,41.17708735086344
214,717,717.5043639289269,41.17708735086344
215,717,689.0121751843097,41.17708735086344
216,717,691.925508248019,41.17708735086344
217,717,739.0375896951454,41.17708735086344
218,717,779.480793652339,41.17708735086344
219,717,720.4470617097732,41.17708735086344
220,718,514.7071214475253,41.17708735086344
221,19,229.71982022583103,41.17708735086344
222,18,8.697892942494247,41.17708735086344
223,19,-54.47571719107556,41.17708735086344
224,19,1.997689822468441,41.17708735086344
225,19,59.43559800400841,41.17708735086344
226,19,46.41573553419643,41.17708735086344
227,19,-2.059807733031048,41.17708735086344
228,18,-12.965931076505512,41.17708735086344
229,19,24.078386254579527,41.17708735086344
230,18,50.67392574677011,41.17708735086344
231,19,26.757783196108093,41.17708735086344
232,19,-11.433272109940951,41.17708735086344
233,19,-2.6143469445223237,41.17708735086344
234,25,48.38216933983626,41.17708735086344
235,26,67.74946361151655,41.17708735086344
236,26,13.395852950870914,41.17708735086344
237,26,-46.80825949430492,41.17708735086344
238,25,10.972413117772692,41.17708735086344
239,26,230.91568299611967,41.17708735086344
240,710,516.4642151597519,41.17708735086344
241,710,717.2526381730237,41.17708735086344
242,710,767.0910746179673,41.17708735086344
243,710,724.2152423887637,41.17708735086344
244,710,686.4814424305752,41.17708735086344
245,710,692.7959664889053,41.17708735086344
246,710,715.017749945454,41.17708735086344
247,710,720.8564978441024,41.17708735086344
248,709,713.4849344949502,41.17708735086344
249,710,709.3376237937799,41.17708735086344
250,709,706.9083455514244,41.17708735086344
251,710,698.5966632991646,41.17708735086344
252,710,698.4424476916095,41.17708735086344
253,710,726.1401268910979,41.17708735086344
254,709,755.5838241056364,41.17708735086344
255,710,706.8474380304309,41.17708735086344
256,710,521.0690078692922,41.17708735086344
257,25,244.94286251723716,41.17708735086344
258,26,15.442627946992463,41.17708735086344
259,25,-59.46508046776476,41.17708735086344
260,25,-0.9743912431190839,41.17708735086344
261,26,71.48966226456425,41.17708735086344
262,26,68.0783740885362,41.17708735086344
263,25,10.004175161417749,41.17708735086344
264,25,-19.660365859693542,41.17708735086344
265,25,14.001633382530912,41.17708735086344
266,26,60.68072516345215,41.17708735086344
267,25,56.78568110134105,41.17708735086344
268,25,8.749153414075662,41.17708735086344
269,26,-17.23963780684412,41.17708735086344
270,25,16.89482731758445,41.17708735086344
271,25,67.97786742483795,41.17708735086344
272,25,61.93301343631453,41.17708735086344
273,19,-9.619587308299925,41.17708735086344
274,18,-60.19612720619597,41.17708735086344
275,18,15.282355691624234,41.17708735086344
276,19,236.76765516683315,41.17708735086344
277,718,513.0313168940813,41.17708735086344
278,718,715.8357358240208,41.17708735086344
279,718,780.2840404050394,41.17708735086344
280,717,742.2097956256953,41.17708735086344
281,717,690.4764552860263,41.17708735086344
282,718,686.7209843732687,41.17708735086344
283,718,723.2925476357348,41.17708735086344
284,718,748.5938361882148,41.17708735086344
285,717,729.5355588630347,41.17708735086344
286,717,689.993726116768,41.17708735086344
287,717,685.6480504494208,41.17708735086344
288,718,735.7374795951029,41.17708735086344
289,717,781.0694847677133,41.17708735086344
290,718,722.4500758880401,41.17708735086344
291,717,515.7084186545047,41.17708735086344
292,19,231.50064696419744,41.17708735086344
293,19,9.764609039282194,41.17708735086344
294,19,-57.74037671698356,41.17708735086344
295,19,-3.0774051695130185,41.17708735086344
296,19,60.88033529871999,41.17708735086344
297,20,55.85346572366072,41.17708735086344
298,19,3.7861342153816953,41.17708735086344
299,19,-21.039643511048983,41.17708735086344
300,19,10.83479669459191,41.17708735086344
301,19,52.62376610893564,41.17708735086344
302,19,46.72466096314107,41.17708735086344
303,18,0.8736482699620101,41.17708735086344
304,19,-21.2851110141924,41.17708735086344
305,25,16.26648433902886,41.17708735086344
306,25,69.68667805352109,41.17708735086344
307,26,64.50226669930493,41.17708735086344
308,26,-6.827031392588455,41.17708735086344
309,25,-55.24286631083844,41.17708735086344
310,26,24.489271605132554,41.17708735086344
311,26,246.33043650075368,41.17708735086344
312,710,512.8239585518996,41.17708735086344
313,709,700.7194738975508,41.17708735086344
314,710,760.6113957490493,41.17708735086344
315,710,735.5749270141321,41.17708735086344
316,710,698.9724609845597,41.17708735086344
317,710,689.3663180617236,41.17708735086344
318,710,701.2580132151629,41.17708735086344
319,710,716.0436383628648,41.17708735086344
320,709,723.7405652104945,41.17708735086344
321,710,720.1135072986701,41.17708735086344
322,710,703.7720314183048,41.17708735086344
323,710,686.6721543179591,41.17708735086344
324,709,694.3915612128304,41.17708735086344
325,710,735.0661280318087,41.17708735086344
326,710,764.8646006272659,41.17708735086344
327,710,704.2543865180688,41.17708735086344
328,711,511.30201873547895,41.17708735086344
329,26,242.2655109520099,41.17708735086344
330,25,23.683808038261486,41.17708735086344
331,25,-51.69397010592182,41.17708735086344
332,26,-4.045009600419679,41.17708735086344
333,26,62.392666596477234,41.17708735086344
334,26,65.80810066361889,41.17708735086344
335,25,17.584101256158792,41.17708735086344
336,25,-12.841640317696719,41.17708735086344
337,25,10.758943105366514,41.17708735086344
338,26,52.10182152484535,41.17708735086344
339,25,54.891762649915286,41.17708735086344
340,26,16.38795718799374,41.17708735086344
341,26,-10.115877423342376,41.17708735086344
342,26,14.130120715576515,41.17708735086344
343,25,58.79668757208198,41.17708735086344
344,19,57.487360739856086,41.17708735086344
345,19,-5.225981622164546,41.17708735086344
346,19,-54.38637463430333,41.17708735086344
347,19,14.329714885965398,41.17708735086344
348,19,230.82300074981964,41.17708735086344
349,718,510.46891463141543,41.17708735086344
350,717,719.8561413002815,41.17708735086344
351,717,784.9583176436348,41.17708735086344
352,718,740.9790307829174,41.17708735086344
353,717,684.9423814541543,41.17708735086344
354,718,684.0941129190206,41.17708735086344
355,717,726.6199270338543,41.17708735086344
356,717,753.0247073962307,41.17708735086344
357,718,729.0719354122047,41.17708735086344
358,717,685.3307945432254,41.17708735086344
359,718,683.005638015901,41.17708735086344
360,717,738.7104974790267,41.17708735086344
361,718,786.1019437754264,41.17708735086344
362,717,723.3534676951342,41.17708735086344
363,718,511.34050276594263,41.17708735086344
364,19,227.2589095683162,41.17708735086344
365,19,11.154947684225016,41.17708735086344
366,19,-51.97996922504652,41.17708735086344
367,18,-0.1292510509973654,41.17708735086344
368,19,56.25477987953109,41.17708735086344
369,19,48.02990612077321,41.17708735086344
370,20,2.5515451545218384,41.17708735086344
371,19,-12.400075741981528,41.17708735086344
372,19,19.69653610667992,41.17708735086344
373,19,48.89123086587439,41.17708735086344
374,19,32.27785710266959,41.17708735086344
375,19,-4.665315783926741,41.17708735086344
376,26,-2.989472702972111,41.17708735086344
377,25,43.038092935216675,41.17708735086344
378,25,67.54776618926553,41.17708735086344
379,26,20.84663882593566,41.17708735086344
380,26,-41.940142711821714,41.17708735086344
381,26,5.033468387567845,41.17708735086344
382,26,221.78812418099764,41.17708735086344
383,710,518.317155106128,41.17708735086344
384,710,729.4457089721473,41.17708735086344
385,710,772.4655486405771,41.17708735086344
386,710,713.0527416987486,41.17708735086344
387,710,673.1433034101286,41.17708735086344
388,710,697.8277357965552,41.17708735086344
389,710,734.170293613572,41.17708735086344
390,709,726.5970615222134,41.17708735086344
391,710,693.2702582518973,41.17708735086344
392,710,689.2600627674997,41.17708735086344
393,710,720.5831215258876,41.17708735086344
394,710,735.4139715440814,41.17708735086344
395,711,705.2161191345344,41.17708735086344
396,710,676.5583000206555,41.17708735086344
397,710,707.9025772719081,41.17708735086344
398,710,766.38078533465,41.17708735086344
399,710,731.2798725131805,41.17708735086344
400,710,525.2224305787956,41.17708735086344
401,25,223.20702880949491,41.17708735086344
402,25,-1.8918644240911235,41.17708735086344
403,26,-47.85643476086558,41.17708735086344
404,26,24.2173951979588,41.17708735086344
405,26,75.36447416961433,41.17708735086344
406,25,44.373800087600834,41.17708735086344
407,26,-8.682756280104979,41.17708735086344
408,25,-5.6858304240125,41.17708735086344
409,26,43.51236737748183,41.17708735086344
410,25,64.30321966350806,41.17708735086344
411,25,26.00462107615563,41.17708735086344
412,26,-15.461296554166358,41.17708735086344
413,26,2.6112684073367274,41.17708735086344
414,19,57.489271934025865,41.17708735086344
415,19,64.97027354581972,41.17708735086344
416,18,-4.238951339035269,41.17708735086344
417,18,-63.920862363229546,41.17708735086344
418,19,8.28020969599134,41.17708735086344
419,19,238.20009605636574,41.17708735086344
420,717,520.3392917050052,41.17708735086344
421,718,716.0425638823567,41.17708735086344
422,718,771.9091326925541,41.17708735086344
423,718,739.4789735470167,41.17708735086344
424,717,700.546111836227,41.17708735086344
425,718,694.9071449720738,41.17708735086344
426,718,713.6216384604835,41.17708735086344
427,718,732.5751001040688,41.17708735086344
428,718,735.4324492156643,41.17708735086344
429,718,718.3072723522477,41.17708735086344
430,718,694.987748017364,41.17708735086344
431,717,695.6663470947084,41.17708735086344
432,717,735.7680472002614,41.17708735086344
433,717,773.6904569256816,41.17708735086344
434,717,720.1136843431613,41.17708735086344
435,718,520.5461843224219,41.17708735086344
436,19,234.02738816525124,41.17708735086344
437,19,5.705762761893333,41.17708735086344
438,19,-60.5883840851314,41.17708735086344
439,19,1.4111776314139717,41.17708735086344
440,19,65.56427107038628,41.17708735086344
441,18,50.90108721489139,41.17708735086344
442,19,-5.934952047723986,41.17708735086344
443,19,-20.558017764852092,41.17708735086344
444,19,23.527137348235,41.17708735086344
445,18,60.17257414529554,41.17708735086344
446,26,37.468459819104815,41.17708735086344
447,26,-8.740976217764022,41.17708735086344
448,25,-5.731913246578828,41.17708735086344
449,25,49.22817574962041,41.17708735086344
450,26,75.45142068670961,41.17708735086344
451,26,19.052746708539555,41.17708735086344
452,25,-51.59660626719758,41.17708735086344
453,25,0.9285801218947854,41.17708735086344
454,27,229.1994301274804,41.17708735086344
455,710,526.7754915450156,41.17708735086344
456,710,726.6774941911278,41.17708735086344
457,710,762.1549887819206,41.17708735086344
458,710,710.0171687793049,41.17708735086344
459,710,682.163946345815,41.17708735086344
460,710,706.2916043075708,41.17708735086344
461,710,729.701759703668,41.17708735086344
462,709,715.0711606098316,41.17708735086344
463,710,691.1164183432413,41.17708735086344
464,710,700.1042823309971,41.17708735086344
465,710,729.3191716692055,41.17708735086344
466,710,729.0781538361281,41.17708735086344
467,710,691.835260252961,41.17708735086344
468,710,674.7272409020617,41.17708735086344
469,710,720.621224624597,41.17708735086344
470,710,775.9323851167625,41.17708735086344
471,710,723.6121145296448,41.17708735086344
472,710,510.4719933780688,41.17708735086344
473,26,222.69577941006543,41.17708735086344
474,26,14.344652052057384,41.17708735086344
475,26,-36.386133983789826,41.17708735086344
476,25,14.141194746394934,41.17708735086344
477,26,56.04322183015727,41.17708735086344
478,25,42.36275739436725,41.17708735086344
479,25,11.258961045661184,41.17708735086344
480,27,10.350920634042472,41.17708735086344
481,26,32.46903387395048,41.17708735086344
482,25,38.284918818377946,41.17708735086344
483,26,19.48393129264191,41.17708735086344
484,19,8.856530879184545,41.17708735086344
485,19,25.565194126281945,41.17708735086344
486,19,38.69679557983216,41.17708735086344
487,19,10.663782429871903,41.17708735086344
488,18,-29.402048044230074,41.17708735086344
489,19,14.06419158444565,41.17708735086344
490,19,207.1909007063319,41.17708735086344
491,717,496.12512145620167,41.17708735086344
492,717,733.2242944490652,41.17708735086344
493,718,806.7775099657895,41.17708735086344
494,718,741.695074518027,41.17708735086344
495,717,664.3631746304603,41.17708735086344
496,717,670.5123136415909,41.17708735086344
497,717,738.0707828577207,41.17708735086344
498,717,773.3326110958147,41.17708735086344
499,718,730.3600413208802,41.17708735086344
